,Player,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G_x,A_x,P_x,G_y,A_y,P_y,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
2106,Barry Legge,--,D,1954-10-22,Winnipeg,MB,CAN,CAN,72,185,1974,4,61,19791980,N,107,1,11,12,1,11,12,-37,144,0.11,1,11,0,0,0,1,0,0,52,1.9,--,--
2107,Ron Sedlbauer,L,L,1954-10-22,Burlington,ON,CAN,CAN,75,185,1974,2,23,19741975,N,430,143,86,229,143,86,229,-54,210,0.53,112,177,30,50,1,2,0,15,970,14.7,--,--
2108,Joe Micheletti,--,D,1954-10-24,Hibbing,MN,USA,USA,72,194,1974,7,123,19791980,N,158,11,60,71,11,60,71,0,114,0.45,4,36,7,34,0,1,0,1,241,4.6,--,--
2109,Mike Rogers,L,C,1954-10-24,Calgary,AB,CAN,CAN,68,169,1974,5,77,19791980,N,484,202,317,519,202,317,519,-51,184,1.07,148,333,38,160,16,26,0,12,"1,240",16.3,--,--
2110,Harold Snepsts,L,D,1954-10-24,Edmonton,AB,CAN,CAN,75,210,1974,4,59,19741975,N,"1,033",38,195,233,38,195,233,-59,"2,009",0.23,31,206,5,18,2,9,0,6,964,3.9,--,--
2111,Peter Driscoll,L,L,1954-10-27,Kingston,ON,CAN,CAN,72,190,1974,4,67,19791980,N,60,3,8,11,3,8,11,-9,97,0.18,2,8,1,3,0,0,0,0,40,7.5,--,--
2112,Rich Nantais,L,L,1954-10-27,Repentigny,QC,CAN,CAN,71,188,1974,2,24,19741975,N,63,5,4,9,5,4,9,-8,79,0.14,5,9,0,0,0,0,0,1,38,13.2,--,--
2113,Mike Boland,R,D,1954-10-29,London,ON,CAN,CAN,72,190,1974,7,110,19741975,N,23,1,2,3,1,2,3,5,29,0.13,1,3,0,0,0,0,0,0,17,5.9,--,--
2114,Jim Mayer,R,R,1954-10-30,Capreol,ON,CAN,CAN,72,189,1974,20,239,19791980,N,4,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,2,0,--,--
2115,Mitch Babin,L,C,1954-11-01,Kapuskasing,ON,CAN,CAN,74,195,1974,11,180,19751976,N,8,0,0,0,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,2,0,--,--
2116,Michel Bergeron,R,R,1954-11-11,Chicoutimi,QC,CAN,CAN,70,170,1974,4,63,19741975,N,229,80,58,138,80,58,138,-37,165,0.6,63,112,17,26,0,0,0,12,537,14.9,--,--
2117,Tom Edur,R,D,1954-11-18,Toronto,ON,CAN,CAN,73,185,1974,3,54,19761977,N,158,17,70,87,17,70,87,15,67,0.55,11,62,6,24,0,1,0,2,323,5.3,--,--
2118,Bob Murray,R,D,1954-11-26,Kingston,ON,CAN,CAN,70,182,1974,3,52,19751976,N,"1,008",132,382,514,132,382,514,22,873,0.51,81,292,48,212,3,10,1,12,"2,081",6.3,--,--
2119,Mario Faubert,R,D,1954-12-02,Valleyfield,QC,CAN,CAN,73,175,1974,4,62,19741975,N,231,21,90,111,21,90,111,-37,222,0.48,8,46,13,61,0,4,0,3,397,5.3,--,--
2120,Garry Lariviere,R,D,1954-12-06,St. Catharines,ON,CAN,CAN,72,190,1974,5,83,19791980,N,219,6,57,63,6,57,63,39,167,0.29,4,51,2,9,0,3,0,0,200,3,--,--
2121,Kevin Devine,L,L,1954-12-09,Toronto,ON,CAN,CAN,68,165,1974,7,121,19821983,N,2,0,1,1,0,1,1,1,8,0.5,0,1,0,0,0,0,0,0,3,0,--,--
2122,Jim Boo,R,D,1954-12-11,Rolla,MO,USA,USA,73,200,--,--,--,19771978,N,6,0,0,0,0,0,0,-6,22,0.0,0,0,0,0,0,0,0,0,2,0,--,--
2123,Ron Greschner,L,D,1954-12-22,Goodsoil,SK,CAN,CAN,74,205,1974,2,32,19741975,N,981,179,431,610,179,431,610,-84,"1,226",0.62,122,377,51,222,6,11,0,18,"1,877",9.5,--,--
2124,Stefan Persson,L,D,1954-12-22,Bjurholm,--,SWE,SWE,72,189,1974,14,214,19771978,N,622,52,317,369,52,317,369,176,574,0.59,22,154,30,212,0,3,1,7,786,6.6,--,--
2125,Don Wheldon,R,D,1954-12-28,Falmouth,MA,USA,USA,74,185,1974,5,87,19741975,N,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,--,--
2126,Robbie Laird,L,L,1954-12-29,Regina,SK,CAN,CAN,69,165,1974,7,116,19791980,N,1,0,0,0,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,0,--,--,--
2127,Terry Ruskowski,L,C,1954-12-31,Prince Albert,SK,CAN,CAN,68,167,1974,4,70,19791980,N,629,113,313,426,113,313,426,-63,"1,354",0.68,75,309,34,105,4,12,0,19,643,17.6,--,--
2128,Mike Backman,R,R,1955-01-02,Halifax,NS,CAN,CAN,70,175,--,--,--,19811982,N,18,1,6,7,1,6,7,1,18,0.39,1,7,0,0,0,0,0,0,16,6.3,--,--
2129,Alex Tidey,R,R,1955-01-05,Vancouver,BC,CAN,CAN,72,182,1975,8,143,19761977,N,9,0,0,0,0,0,0,-5,8,0.0,0,0,0,0,0,0,0,0,9,0,--,--
2130,Alex Forsyth,L,C,1955-01-06,Galt,ON,CAN,CAN,74,195,1975,1,18,19761977,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,--,--
2131,Bruce Boudreau,L,C,1955-01-09,Toronto,ON,CAN,CAN,69,170,1975,3,42,19761977,N,141,28,42,70,28,42,70,-6,46,0.5,27,62,1,7,0,1,0,3,173,16.2,--,--
2132,Ken Breitenbach,L,D,1955-01-09,Welland,ON,CAN,CAN,71,190,1975,2,35,19751976,N,68,1,13,14,1,13,14,7,49,0.21,1,14,0,0,0,0,0,0,52,1.9,--,--
2133,Alex Pirus,--,R,1955-01-12,Toronto,ON,CAN,CAN,73,205,1975,3,41,19761977,N,159,30,28,58,30,28,58,-52,94,0.36,28,52,2,6,0,0,0,2,234,12.8,--,--
2134,Mike Wong,L,C,1955-01-14,Minneapolis,MN,USA,USA,75,204,1975,5,77,19751976,N,22,1,1,2,1,1,2,-11,12,0.09,1,1,0,1,0,0,0,0,9,11.1,--,--
2135,Gary Burns,L,L,1955-01-16,Cambridge,MA,USA,USA,73,190,1975,12,191,19801981,N,11,2,2,4,2,2,4,-9,18,0.36,2,3,0,1,0,0,0,1,13,15.4,--,--
2136,Rick Adduono,L,C,1955-01-25,Thunder Bay,ON,CAN,CAN,71,182,1975,4,60,19751976,N,4,0,0,0,0,0,0,-2,2,0.0,0,0,0,0,0,0,0,0,1,0,--,--
2137,Rick Bowness,R,R,1955-01-25,Moncton,NB,CAN,CAN,73,185,1975,2,26,19751976,N,173,18,37,55,18,37,55,-75,191,0.32,16,52,2,3,0,0,0,3,150,12,--,--
2138,Brian Engblom,L,D,1955-01-27,Winnipeg,MB,CAN,CAN,74,200,1975,2,22,19771978,N,659,29,177,206,29,177,206,155,599,0.31,18,156,11,46,0,4,0,0,855,3.4,--,--
2139,Viktor Nechayev,L,C,1955-01-28,Vostochnaya,--,RUS,RUS,73,183,1982,7,132,19821983,N,3,1,0,1,1,0,1,1,0,0.33,1,1,0,0,0,0,0,0,7,14.3,--,--
2140,Lee Fogolin Jr.,R,D,1955-02-07,Chicago,IL,USA,USA,72,200,1974,1,11,19741975,N,924,44,194,238,44,194,238,181,"1,318",0.26,36,215,3,5,5,18,0,4,885,5,--,--
2141,Russ Anderson,L,D,1955-02-12,Minneapolis,MN,USA,USA,75,210,1975,2,31,19761977,N,519,22,99,121,22,99,121,-64,"1,086",0.23,21,116,1,5,0,0,0,5,368,6,--,--
2142,Kim Clackson,R,D,1955-02-13,Saskatoon,SK,CAN,CAN,71,195,1975,5,85,19791980,N,106,0,8,8,0,8,8,-10,370,0.08,0,8,0,0,0,0,0,0,32,0,--,--
2143,Bob Ritchie,L,L,1955-02-20,Laverlochere,QC,CAN,CAN,70,170,1975,3,54,19761977,N,29,8,4,12,8,4,12,-14,10,0.41,6,10,2,2,0,0,0,0,52,15.4,--,--
2144,Tim Young,R,C,1955-02-22,Scarborough,ON,CAN,CAN,72,189,1975,1,16,19751976,N,629,195,341,536,195,341,536,-78,438,0.85,137,360,54,163,4,13,0,24,"1,526",12.8,--,--
2145,Peter Scamurra,--,D,1955-02-23,Buffalo,NY,USA,CAN,75,180,1975,2,19,19751976,N,132,8,25,33,8,25,33,-57,59,0.25,5,29,2,3,1,1,0,0,110,7.3,--,--
2146,Paul Evans,L,C,1955-02-24,Peterborough,ON,CAN,CAN,71,175,1975,9,149,19761977,N,11,1,1,2,1,1,2,2,21,0.18,1,2,0,0,0,0,0,0,10,10,--,--
2147,Barry Dean,L,L,1955-02-26,Maple Creek,SK,CAN,CAN,73,195,1975,1,2,19761977,N,165,25,56,81,25,56,81,-14,146,0.49,23,69,2,11,0,1,0,3,260,9.6,--,--
2148,Richard Mulhern,L,D,1955-03-01,Edmonton,AB,CAN,CAN,72,194,1975,1,8,19751976,N,303,27,93,120,27,93,120,1,217,0.4,22,95,4,22,1,3,0,2,470,5.7,--,--
2149,Don Ashby,L,C,1955-03-08,Kamloops,BC,CAN,CAN,73,185,1975,1,6,19751976,N,188,40,56,96,40,56,96,-20,40,0.51,30,76,10,19,0,1,0,6,269,14.9,--,--
2150,Greg Hickey,L,L,1955-03-08,Toronto,ON,CAN,CAN,70,160,1975,3,48,19771978,N,1,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,2,0,--,--
2151,Paul Stewart,--,R,1955-03-21,Boston,MA,USA,USA,0,--,--,--,--,19791980,N,21,2,0,2,2,0,2,-1,74,0.1,2,2,0,0,0,0,0,0,9,22.2,--,--
2152,Doug Jarvis,L,C,1955-03-24,Peterborough,ON,CAN,CAN,69,170,1975,2,24,19751976,N,964,139,264,403,139,264,403,125,263,0.42,119,347,4,23,16,33,1,16,"1,291",10.8,--,--
2153,Pat Price,L,D,1955-03-24,Nelson,BC,CAN,CAN,74,200,1975,1,11,19751976,N,726,43,218,261,43,218,261,71,"1,456",0.36,37,206,6,52,0,3,0,3,765,5.6,--,--
2154,Ted Bulley,L,L,1955-03-25,Windsor,ON,CAN,CAN,73,192,1975,7,115,19761977,N,414,101,113,214,101,113,214,7,704,0.52,88,184,13,30,0,0,0,20,638,15.8,--,--
2155,Pat Hughes,R,R,1955-03-25,Calgary,AB,CAN,CAN,73,180,1975,3,52,19771978,N,573,130,128,258,130,128,258,-24,646,0.45,104,217,15,23,11,18,1,13,960,13.5,--,--
2156,Bo Berglund,L,L,1955-04-06,Sjalevad,--,SWE,SWE,70,175,1983,12,232,19831984,N,130,28,39,67,28,39,67,5,40,0.52,26,54,2,13,0,0,0,3,147,19.1,--,--
2157,Dave Gorman,R,R,1955-04-08,Oshawa,ON,CAN,CAN,71,185,1975,4,70,19791980,N,3,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0,--,--
2158,Paul Woods,--,C,1955-04-12,Hespeler,ON,CAN,CAN,68,167,1975,3,51,19771978,N,501,72,124,196,72,124,196,-60,276,0.39,59,159,5,19,8,18,0,10,603,11.9,--,--
2159,Steve Jensen,L,L,1955-04-14,Minneapolis,MN,USA,USA,74,190,1975,4,58,19751976,N,438,113,107,220,113,107,220,-125,318,0.5,89,179,19,33,5,8,0,14,799,14.1,--,--
2160,James Masters,R,D,1955-04-14,Toronto,ON,CAN,CAN,73,187,1975,2,36,19751976,N,33,1,13,14,1,13,14,-10,2,0.42,0,4,1,10,0,0,0,0,33,3,--,--
2161,Rick Bourbonnais,R,R,1955-04-20,Toronto,ON,CAN,CAN,72,186,1975,4,63,19751976,N,71,9,15,24,9,15,24,-18,29,0.34,6,19,3,5,0,0,0,1,105,8.6,--,--
2162,Al Hill,L,L,1955-04-22,Nanaimo,BC,CAN,CAN,73,175,--,--,--,19761977,N,221,40,55,95,40,55,95,31,227,0.43,39,88,1,5,0,2,0,5,262,15.3,--,--
2163,Barry Smith,L,C,1955-04-25,Surrey,BC,CAN,CAN,70,176,1975,2,32,19751976,N,114,7,7,14,7,7,14,-18,10,0.12,6,12,0,0,1,2,0,0,67,10.5,--,--
2164,Mel Bridgman,L,C,1955-04-28,Trenton,ON,CAN,CAN,72,190,1975,1,1,19751976,N,977,252,449,701,252,449,701,102,"1,625",0.72,184,533,55,141,13,27,1,26,"1,740",14.5,--,--
2165,Anders Steen,L,C,1955-04-28,Nykoping,--,SWE,SWE,72,205,--,--,--,19801981,N,42,5,11,16,5,11,16,-22,22,0.38,2,9,3,7,0,0,0,1,57,8.8,--,--
2166,Bud Stefanski,L,C,1955-04-28,South Porcupine,ON,CAN,CAN,70,180,1975,9,154,19771978,N,1,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0,--,--
2167,Dean Magee,L,C,1955-04-29,Rocky Mountain House,AB,CAN,CAN,74,216,1975,8,130,19771978,N,7,0,0,0,0,0,0,-3,4,0.0,0,0,0,0,0,0,0,0,4,0,--,--
2168,Dick Lamby,R,D,1955-05-03,Auburn,MA,USA,USA,73,200,1975,8,135,19781979,N,22,0,5,5,0,5,5,-3,22,0.23,0,5,0,0,0,0,0,0,25,0,--,--
2169,Donald Maciver,--,D,1955-05-03,Montréal,QC,CAN,CAN,0,--,--,--,--,19791980,N,6,0,0,0,0,0,0,-5,2,0.0,0,0,0,0,0,0,0,0,2,0,--,--
2170,Tim Bothwell,L,D,1955-05-06,Vancouver,BC,CAN,CAN,75,190,--,--,--,19781979,N,501,28,93,121,28,93,121,36,382,0.24,25,109,2,9,1,3,0,5,495,5.7,--,--
2171,Michel Lachance,R,D,1955-05-11,Quebec City,QC,CAN,CAN,72,190,1975,6,106,19781979,N,21,0,4,4,0,4,4,-9,22,0.19,0,4,0,0,0,0,0,0,22,0,--,--
2172,Claude Larose,R,L,1955-05-17,Saint-Jean,QC,CAN,CAN,72,180,1975,7,120,19791980,N,25,4,7,11,4,7,11,-4,2,0.44,4,8,0,3,0,0,0,0,50,8,--,--
2173,Bob Hess,L,D,1955-05-19,Middleton,NS,CAN,CAN,71,180,1974,2,26,19741975,N,329,27,95,122,27,95,122,-8,178,0.37,18,77,7,43,2,2,0,3,501,5.4,--,--
2174,Udo Kiessling,L,D,1955-05-21,Crimmitschau,--,DEU,DEU,70,180,--,--,--,19811982,N,1,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0,--,--
2175,Wayne Dillon,L,C,1955-05-25,Toronto,ON,CAN,CAN,72,185,1975,1,12,19751976,N,229,43,66,109,43,66,109,-38,60,0.48,38,97,5,12,0,0,0,3,351,12.3,--,--
2176,Mark Howe,L,D,1955-05-28,Detroit,MI,USA,USA,71,185,1974,2,25,19791980,Y,929,197,545,742,197,545,742,400,455,0.8,111,429,58,262,28,51,0,23,"2,132",9.2,--,--
2177,Ron Wilson,R,D,1955-05-28,Windsor,ON,CAN,CAN,70,174,1975,8,132,19771978,N,177,26,67,93,26,67,93,-32,68,0.53,13,39,13,54,0,0,0,2,301,8.6,--,--
2178,Doug Hicks,R,D,1955-05-29,Cold Lake,AB,CAN,CAN,71,185,1974,1,6,19741975,N,561,37,131,168,37,131,168,-76,442,0.3,21,115,12,44,4,9,0,2,683,5.4,--,--
2179,Rick Shinske,L,C,1955-05-31,Weyburn,SK,CAN,CAN,70,165,1975,7,111,19761977,N,63,5,16,21,5,16,21,-19,10,0.33,4,19,1,2,0,0,0,1,50,10,--,--
2180,Willi Plett,R,R,1955-06-07,Asuncion,--,PRY,PRY,75,205,1975,5,80,19751976,N,834,222,215,437,222,215,437,-43,"2,570",0.52,187,365,35,72,0,0,0,27,"1,408",15.8,--,--
2181,Terry McDonald,L,D,1955-06-17,Coquitlam,BC,CAN,CAN,73,180,1975,5,74,19751976,N,8,0,1,1,0,1,1,-5,6,0.13,0,0,0,1,0,0,0,0,4,0,--,--
2182,Sidney Veysey,L,C,1955-07-03,Woodstock,NB,CAN,CAN,70,169,1975,11,182,19771978,N,1,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,--,--,--
2183,Larry Huras,L,D,1955-07-08,Listowel,ON,CAN,CAN,74,200,1975,5,84,19761977,N,2,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,--,--,--
2184,Mikko Leinonen,L,L,1955-07-15,Tampere,--,FIN,FIN,70,176,--,--,--,19811982,N,162,31,78,109,31,78,109,19,71,0.67,26,72,5,35,0,2,0,4,245,12.7,--,--
2185,Greg Smith,--,D,1955-07-18,Ponoka,AB,CAN,CAN,70,194,1975,4,57,19751976,N,829,56,232,288,56,232,288,-113,"1,110",0.35,44,223,11,56,1,9,0,7,"1,142",4.9,--,--
2186,Mike Marson,--,R,1955-07-24,Scarborough,ON,CAN,CAN,68,200,1974,2,19,19741975,N,196,24,24,48,24,24,48,-88,233,0.24,19,38,5,10,0,0,0,2,163,14.7,--,--
2187,Bob Hoffmeyer,L,D,1955-07-27,Dodsland,SK,CAN,CAN,72,195,1975,5,79,19771978,N,198,14,52,66,14,52,66,-23,325,0.33,9,51,5,12,0,3,0,0,262,5.3,--,--
2188,Gilles Bilodeau,L,L,1955-07-31,St. Prime,QC,CAN,CAN,73,220,--,--,--,19791980,N,9,0,1,1,0,1,1,-1,25,0.11,0,1,0,0,0,0,0,0,1,0,--,--
2189,Rick Lapointe,L,D,1955-08-02,Victoria,BC,CAN,CAN,74,200,1975,1,5,19751976,N,664,44,175,219,44,175,219,57,831,0.33,38,194,5,23,1,2,0,6,758,5.8,--,--
2190,Bengt Lundholm,L,L,1955-08-04,Falun,--,SWE,SWE,72,180,--,--,--,19811982,N,275,48,95,143,48,95,143,10,72,0.52,41,122,6,18,1,3,0,4,280,17.1,--,--
2191,Steve Carlson,L,C,1955-08-26,Virginia,MN,USA,USA,75,180,1975,8,131,19791980,N,52,9,12,21,9,12,21,-7,23,0.4,8,17,1,3,0,1,0,1,45,20,--,--
2192,Ron Delorme,R,C,1955-09-03,Cochin,SK,CAN,CAN,74,185,1975,4,56,19761977,N,524,83,83,166,83,83,166,-118,667,0.32,73,143,10,23,0,0,0,9,471,17.6,--,--
2193,Stan Jonathan,L,L,1955-09-05,Ohsweken,ON,CAN,CAN,68,175,1975,5,86,19751976,N,411,91,110,201,91,110,201,68,751,0.49,89,192,2,8,0,1,0,10,484,18.8,--,--
2194,Bryan Maxwell,L,D,1955-09-07,North Bay,ON,CAN,CAN,74,200,1975,1,4,19771978,N,330,18,77,95,18,77,95,-44,745,0.29,16,81,2,11,0,3,0,0,347,5.2,--,--
2195,Ralph Klassen,L,C,1955-09-15,Humboldt,SK,CAN,CAN,71,175,1975,1,3,19751976,N,497,52,93,145,52,93,145,-132,120,0.29,37,111,10,20,5,14,0,7,597,8.7,--,--
2196,Glen Richardson,L,L,1955-09-20,Barrie,ON,CAN,CAN,74,200,1975,4,64,19751976,N,24,3,6,9,3,6,9,-1,19,0.38,3,8,0,1,0,0,0,0,27,11.1,--,--
2197,Matti Hagman,L,C,1955-09-21,Helsinki,--,FIN,FIN,73,184,1975,6,104,19761977,N,237,56,89,145,56,89,145,21,36,0.61,45,109,11,36,0,0,0,3,274,20.4,--,--
2198,Tapio Levo,L,D,1955-09-24,Pori,--,FIN,FIN,72,191,1975,8,139,19811982,N,107,16,53,69,16,53,69,-52,36,0.64,8,24,8,45,0,0,0,0,257,6.2,--,--
2199,Jack Brownschidle,L,D,1955-10-02,Buffalo,NY,USA,USA,74,195,1975,6,99,19771978,N,494,39,162,201,39,162,201,-37,151,0.41,20,113,18,82,1,6,0,6,767,5.1,--,--
2200,Don Cairns,L,L,1955-10-08,Calgary,AB,CAN,CAN,73,195,1975,2,20,19751976,N,9,0,1,1,0,1,1,0,2,0.11,0,1,0,0,0,0,0,0,5,0,--,--
2201,Gregory Vaydik,--,C,1955-10-09,Yellowknife,NT,CAN,CAN,72,185,1975,1,7,19761977,N,5,0,0,0,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,2,0,--,--
2202,Wilf Paiement,L,R,1955-10-16,Earlton,ON,CAN,CAN,72,209,1974,1,2,19741975,N,946,356,458,814,356,458,814,-142,"1,759",0.86,254,578,83,212,19,24,0,29,"2,719",13.1,--,--
2203,Rick Blight,R,R,1955-10-17,Portage la Prairie,MB,CAN,CAN,74,195,1975,1,10,19751976,N,326,96,125,221,96,125,221,-62,170,0.68,62,138,34,83,0,0,0,11,832,11.5,--,--
2204,Al Cameron,L,D,1955-10-21,Edmonton,AB,CAN,CAN,73,205,1975,3,37,19751976,N,282,11,44,55,11,44,55,-107,356,0.2,8,41,3,14,0,0,0,0,374,2.9,--,--
2205,Paul Baxter,R,D,1955-10-25,Winnipeg,MB,CAN,CAN,71,200,1975,3,49,19791980,N,472,48,121,169,48,121,169,-63,"1,564",0.36,32,122,15,46,1,1,0,5,710,6.8,--,--
2206,Terry Martin,L,L,1955-10-25,Barrie,ON,CAN,CAN,70,194,1975,3,44,19751976,N,479,104,101,205,104,101,205,-50,202,0.43,88,178,13,24,3,3,0,10,582,17.9,--,--
2207,Richie Hansen,L,C,1955-10-30,Bronx,NY,USA,USA,70,185,1975,7,119,19761977,N,20,2,8,10,2,8,10,10,4,0.5,2,10,0,0,0,0,0,0,25,8,--,--
2208,Claude Noel,L,C,1955-10-31,Kirkland Lake,ON,CAN,CAN,70,165,--,--,--,19791980,N,7,0,0,0,0,0,0,-3,0,0.0,0,0,0,0,0,0,0,0,5,0,--,--
2209,Doug Halward,L,D,1955-11-01,Toronto,ON,CAN,CAN,73,200,1975,1,14,19751976,N,653,69,224,293,69,224,293,-96,774,0.45,35,144,33,145,1,4,0,4,"1,158",6,--,--
2210,Gary Morrison,--,R,1955-11-08,Detroit,MI,USA,USA,74,200,1975,5,90,19791980,N,43,1,15,16,1,15,16,5,70,0.37,1,16,0,0,0,0,0,1,27,3.7,--,--
2211,Neil Hawryliw,L,R,1955-11-09,Fielding,SK,CAN,CAN,71,185,--,--,--,19811982,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,--,--
2212,Brad Gassoff,L,L,1955-11-13,Quesnel,BC,CAN,CAN,71,195,1975,2,28,19751976,N,122,19,17,36,19,17,36,-44,163,0.3,18,33,1,3,0,0,0,1,140,13.6,--,--
2213,Pierre Larouche,R,C,1955-11-16,Taschereau,QC,CAN,CAN,71,175,1974,1,8,19741975,N,812,395,427,822,395,427,822,-29,237,1.01,280,577,114,241,1,4,0,36,"2,298",17.2,--,--
2214,Pierre Giroux,R,C,1955-11-17,Brownsburg,QC,CAN,CAN,71,185,1975,4,61,19821983,N,6,1,0,1,1,0,1,-1,17,0.17,1,1,0,0,0,0,0,0,1,100,--,--
2215,Dennis Maruk,L,C,1955-11-17,Toronto,ON,CAN,CAN,68,175,1975,2,21,19751976,N,888,356,522,878,356,522,878,-78,761,0.99,253,600,89,259,14,19,0,26,"2,230",16,--,--
2216,Mike O'Connell,R,D,1955-11-25,Chicago,IL,USA,USA,69,180,1975,3,43,19771978,N,860,105,335,440,105,335,440,41,605,0.51,61,253,38,170,6,17,0,10,"1,737",6,--,--
2217,Pierre Mondou,R,C,1955-11-27,Sorel,QC,CAN,CAN,70,185,1975,1,15,19771978,N,548,194,262,456,194,262,456,213,179,0.83,145,348,44,98,5,10,1,25,"1,111",17.5,--,--
2218,Paul Holmgren,R,R,1955-12-02,St. Paul,MN,USA,USA,75,210,1975,6,108,19751976,N,527,144,179,323,144,179,323,106,"1,684",0.61,116,260,28,62,0,1,0,17,898,16,--,--
2219,John McCahill,R,D,1955-12-02,Sarnia,ON,CAN,CAN,74,209,--,--,--,19771978,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,--,--
2220,Dave Taylor,R,R,1955-12-04,Levack,ON,CAN,CAN,72,195,1975,15,210,19771978,N,"1,111",431,638,"1,069",431,638,"1,069",186,"1,589",0.96,304,743,123,319,4,7,3,47,"2,417",17.8,--,--
2221,Blair MacKasey,R,D,1955-12-13,Hamilton,ON,CAN,CAN,74,200,1975,4,55,19761977,N,1,0,0,0,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,0,--,--,--
2222,Craig Norwich,R,D,1955-12-15,Edina,MN,USA,USA,70,176,1975,10,173,19791980,N,104,17,58,75,17,58,75,-5,60,0.72,6,34,11,41,0,0,0,1,305,5.6,--,--
2223,Lex Hudson,L,D,1955-12-31,Winnipeg,MB,CAN,CAN,75,184,1975,12,196,19781979,N,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,--,--
2224,Gary Mcadam,L,R,1955-12-31,Smiths Falls,ON,CAN,CAN,71,175,1975,3,53,19751976,N,534,96,132,228,96,132,228,-53,243,0.43,86,201,8,21,2,6,0,14,863,11.1,--,--
2225,Peter Lee,R,R,1956-01-02,Ellesmere,--,GBR,GBR,69,180,1976,1,12,19771978,N,431,114,131,245,114,131,245,-55,257,0.57,91,191,22,53,1,1,0,18,961,11.9,--,--
2226,Kevin Primeau,L,R,1956-01-03,Edmonton,AB,CAN,CAN,72,180,--,--,--,19801981,N,2,0,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0,--,--,--
2227,Warren Young,L,C,1956-01-11,Toronto,ON,CAN,CAN,75,194,1976,4,59,19811982,N,236,72,77,149,72,77,149,-67,472,0.63,51,107,21,42,0,0,1,5,292,24.7,--,--
2228,Fern LeBlanc,L,C,1956-01-12,Gaspesie,QC,CAN,CAN,69,170,1976,7,111,19761977,N,34,5,6,11,5,6,11,-4,0,0.32,4,8,1,3,0,0,0,0,28,17.9,--,--
2229,Bjorn Johansson,L,D,1956-01-15,Orebro,--,SWE,SWE,72,195,1976,1,5,19761977,N,15,1,1,2,1,1,2,-13,10,0.13,1,2,0,0,0,0,0,0,9,11.1,--,--
2230,Alain Belanger,R,R,1956-01-18,St. Janvier,QC,CAN,CAN,73,190,1976,3,48,19771978,N,9,0,1,1,0,1,1,0,6,0.11,0,1,0,0,0,0,0,0,2,0,--,--
2231,Kari Makkonen,L,R,1956-01-20,Pori,--,FIN,FIN,72,182,1975,12,194,19791980,N,9,2,2,4,2,2,4,-2,0,0.44,2,3,0,1,0,0,0,0,11,18.2,--,--
2232,Larry Gloekner,L,D,1956-01-25,Kindersley,SK,CAN,CAN,74,210,1976,2,34,19781979,N,13,0,2,2,0,2,2,-7,6,0.15,0,2,0,0,0,0,0,0,13,0,--,--
2233,Mike Kitchen,L,D,1956-02-01,Newmarket,ON,CAN,CAN,70,185,1976,3,38,19761977,N,474,12,62,74,12,62,74,-139,370,0.16,11,69,0,3,1,2,0,1,323,3.7,--,--
2234,Joe Kowal,L,L,1956-02-03,Toronto,ON,CAN,CAN,77,212,1976,2,33,19761977,N,22,0,5,5,0,5,5,3,13,0.23,0,5,0,0,0,0,0,0,9,0,--,--
2235,Rob Flockhart,L,R,1956-02-06,Sicamous,BC,CAN,CAN,72,185,1976,3,44,19761977,N,55,2,5,7,2,5,7,-22,14,0.13,2,6,0,1,0,0,0,1,37,5.4,--,--
2236,Harold Phillipoff,L,L,1956-02-14,Kamsack,SK,CAN,CAN,75,220,1976,1,10,19771978,N,141,26,57,83,26,57,83,25,267,0.59,24,78,2,5,0,0,0,4,213,12.2,--,--
2237,Garth Macguigan,L,C,1956-02-16,Charlottetown,PE,CAN,CAN,72,189,1976,3,50,19791980,N,5,0,1,1,0,1,1,1,2,0.2,0,1,0,0,0,0,0,0,3,0,--,--
